"ItemCode","AlternateItemCode","StyleCode","ProductType","Description","SubDescription","Measure","TillDescription","SuspendDate","DepartmentCode","SectionCode","SubSectionCode","ModelCode","SupplierCode","SupplierReference","LeadTime","DirectDelivery","PrimaryBarcode","VATCode","SellingPrice","RRP","SalesDiscountAllowed","PackSize","PackCostCurrency","LastUnitCost","DefaultSalePrice","CarriageCost","NormalPrice","OriginalSellingPrice","LinkedItemGroup1","LinkedItemGroup2","CatalogStyle","Itemised","CaptureSerialNumber","RollWidth","DoNotAllocate","DateSensitive","DeliveryVanUnits","PurchaserAddressRequired","CommissionCode","CubicCapacity","NumberOfSeats","Commodity","Archive","AttributeGroup 1","AttributeCode 1","RangeCode1","RangeDetail1","RangeCode2","RangeDetail2","RangeCode3","RangeDetail3","Specification 1","Specification 2","Specification 3","Specification 4","Specification 5","Specification 6","Specification 7","Specification 8","Specification 9","Specification 10"
1028680004,"1028680004","102868","UNIT","86221 WATER REPELLENT PADDED GLOVE","Black/S-M","QUANTITY","86221 BLACK\S/M",,"1","4","140",,"80955","2144863",30,"N","5017414098221",1,20.00,,"Y",1.00,8.3300,8.3300,20.00,0.00,20.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","S-M",,,,,,,,,,,,
1028690001,"1028690001","102869","UNIT","93200 FIORE LACE BRA","White/32B","QUANTITY","93200 Fiore Lace Bra White/32B",,"2","24","202",,"80912","672450",30,"N","5034104177912",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32B",,,,,,,,,,,,
1028690005,"1028690005","102869","UNIT","93200 FIORE LACE BRA","White/30D","QUANTITY","93200 Fiore Lace Bra White/30D",,"2","24","202",,"80912","1110494",30,"N","5034104350247",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","30D",,,,,,,,,,,,
1028690006,"1028690006","102869","UNIT","93200 FIORE LACE BRA","White/34B","QUANTITY","93200 WHITE\34B",,"2","24","202",,"80912","672481",30,"N","5034104177967",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34B",,,,,,,,,,,,
1028690007,"1028690007","102869","UNIT","93200 FIORE LACE BRA","White/36B","QUANTITY","93200 WHITE\36B",,"2","24","202",,"80912","672511",30,"N","5034104178018",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","36B",,,,,,,,,,,,
1028690008,"1028690008","102869","UNIT","93200 FIORE LACE BRA","White/32C","QUANTITY","93200 WHITE\32C",,"2","24","202",,"80912","672467",30,"N","5034104177929",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32C",,,,,,,,,,,,
1028690009,"1028690009","102869","UNIT","93200 FIORE LACE BRA","White/32D","QUANTITY","93200 WHITE\32D",,"2","24","202",,"80912","1764413",30,"N","5034104177936",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32D",,,,,,,,,,,,
1028690010,"1028690010","102869","UNIT","93200 FIORE LACE BRA","White/34D","QUANTITY","93200 WHITE\34D",,"2","24","202",,"80912","1374049",30,"N","5034104177981",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34D",,,,,,,,,,,,
1028690011,"1028690011","102869","UNIT","93200 FIORE LACE BRA","White/34DD","QUANTITY","93200 WHITE\34DD",,"2","24","202",,"80912","1722444",30,"N","5034104177998",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34DD",,,,,,,,,,,,
1028700006,"1028700006","102870","UNIT","93211 FIORE SHORT","Black/18","QUANTITY","93211 Fiore Short Black/18",,"2","25","221",,"80912","1819250",30,"N","5034104521258",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","18",,,,,,,,,,,,
1028700007,"1028700007","102870","UNIT","93211 FIORE SHORT","Black/10","QUANTITY","93211 BLACK\10",,"2","25","221",,"80912","1308440",30,"N","5034104521210",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","10",,,,,,,,,,,,
1028700008,"1028700008","102870","UNIT","93211 FIORE SHORT","White/10","QUANTITY","93211 WHITE\10",,"2","25","221",,"80912","1328233",30,"N","5034104521272",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","10",,,,,,,,,,,,
1028700009,"1028700009","102870","UNIT","93211 FIORE SHORT","White/14","QUANTITY","93211 WHITE\14",,"2","25","221",,"80912","1328257",30,"N","5034104521296",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","14",,,,,,,,,,,,
1028700010,"1028700010","102870","UNIT","93211 FIORE SHORT","Black/16","QUANTITY","93211 BLACK\16",,"2","25","221",,"80912","1308471",30,"N","5034104521241",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","16",,,,,,,,,,,,
1028700011,"1028700011","102870","UNIT","93211 FIORE SHORT","White/16","QUANTITY","93211 WHITE\16",,"2","25","221",,"80912","1328264",30,"N","5034104521302",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","16",,,,,,,,,,,,
1028700012,"1028700012","102870","UNIT","93211 FIORE SHORT","White/18","QUANTITY","93211 WHITE\18",,"2","25","221",,"80912","1819267",30,"N","5034104521319",1,12.00,,"Y",1.00,5.4200,5.4200,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","18",,,,,,,,,,,,
1028710001,"1028710001","102871","UNIT","93229 FIORE LACE BRA","Black/32C","QUANTITY","93229 Fiore Lace Bra Black/32C",,"2","24","201",,"80912","665223",30,"N","5034104175376",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","32C",,,,,,,,,,,,
1028710002,"1028710002","102871","UNIT","93229 FIORE LACE BRA","Black/32D","QUANTITY","93229 Fiore Lace Bra Black/32D",,"2","24","201",,"80912","665230",30,"N","5034104175383",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","32D",,,,,,,,,,,,
1028710005,"1028710005","102871","UNIT","93229 FIORE LACE BRA","Black/32F","QUANTITY","93229 Fiore Lace Bra Black/32F",,"2","24","201",,"80912","665261",30,"N","5034104175413",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","32F",,,,,,,,,,,,
1028710008,"1028710008","102871","UNIT","93229 FIORE LACE BRA","Black/34F","QUANTITY","93229 Fiore Lace Bra Black/34F",,"2","24","201",,"80912","665339",30,"N","5034104175499",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","34F",,,,,,,,,,,,
1028710018,"1028710018","102871","UNIT","93229 FIORE LACE BRA","White/32E","QUANTITY","93229 Fiore Lace Bra White/32E",,"2","24","201",,"80912","665537",30,"N","5034104177622",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32E",,,,,,,,,,,,
1028710019,"1028710019","102871","UNIT","93229 FIORE LACE BRA","White/32F","QUANTITY","93229 Fiore Lace Bra White/32F",,"2","24","201",,"80912","665544",30,"N","5034104177639",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32F",,,,,,,,,,,,
1028710022,"1028710022","102871","UNIT","93229 FIORE LACE BRA","White/34F","QUANTITY","93229 Fiore Lace Bra White/34F",,"2","24","201",,"80912","665612",30,"N","5034104177714",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34F",,,,,,,,,,,,
1028710023,"1028710023","102871","UNIT","93229 FIORE LACE BRA","Black/36C","QUANTITY","93229 BLACK\36C",,"2","24","201",,"80912","665360",30,"N","5034104175536",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","36C",,,,,,,,,,,,
1028710024,"1028710024","102871","UNIT","93229 FIORE LACE BRA","White/32D","QUANTITY","93229 WHITE\32D",,"2","24","201",,"80912","665513",30,"N","5034104177608",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32D",,,,,,,,,,,,
1028710025,"1028710025","102871","UNIT","93229 FIORE LACE BRA","Black/34D","QUANTITY","93229 BLACK\34D",,"2","24","201",,"80912","665308",30,"N","5034104175468",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","34D",,,,,,,,,,,,
1028710026,"1028710026","102871","UNIT","93229 FIORE LACE BRA","Black/38D","QUANTITY","93229 BLACK\38D",,"2","24","201",,"80912","665445",30,"N","5034104175628",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","38D",,,,,,,,,,,,
1028710027,"1028710027","102871","UNIT","93229 FIORE LACE BRA","Black/30DD","QUANTITY","93229 BLACK\30DD",,"2","24","201",,"80912","996433",30,"N","5034104350575",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","30DD",,,,,,,,,,,,
1028710028,"1028710028","102871","UNIT","93229 FIORE LACE BRA","Black/32DD","QUANTITY","93229 BLACK\32DD",,"2","24","201",,"80912","665247",30,"N","5034104175390",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","32DD",,,,,,,,,,,,
1028710029,"1028710029","102871","UNIT","93229 FIORE LACE BRA","White/32DD","QUANTITY","93229 WHITE\32DD",,"2","24","201",,"80912","665520",30,"N","5034104177615",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32DD",,,,,,,,,,,,
1028710030,"1028710030","102871","UNIT","93229 FIORE LACE BRA","White/34DD","QUANTITY","93229 WHITE\34DD",,"2","24","201",,"80912","665599",30,"N","5034104177691",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34DD",,,,,,,,,,,,
1028710031,"1028710031","102871","UNIT","93229 FIORE LACE BRA","Black/38DD","QUANTITY","93229 BLACK\38DD",,"2","24","201",,"80912","665452",30,"N","5034104175635",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","38DD",,,,,,,,,,,,
1028710032,"1028710032","102871","UNIT","93229 FIORE LACE BRA","White/38DD","QUANTITY","93229 WHITE\38DD",,"2","24","201",,"80912","665735",30,"N","5034104177851",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","38DD",,,,,,,,,,,,
1028710033,"1028710033","102871","UNIT","93229 FIORE LACE BRA","Black/32E","QUANTITY","93229 BLACK\32E",,"2","24","201",,"80912","665254",30,"N","5034104175406",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","32E",,,,,,,,,,,,
1028710034,"1028710034","102871","UNIT","93229 FIORE LACE BRA","Black/34E","QUANTITY","93229 BLACK\34E",,"2","24","201",,"80912","665322",30,"N","5034104175482",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","34E",,,,,,,,,,,,
1028710035,"1028710035","102871","UNIT","93229 FIORE LACE BRA","Black/36E","QUANTITY","93229 BLACK\36E",,"2","24","201",,"80912","665391",30,"N","5034104175567",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","36E",,,,,,,,,,,,
1028710036,"1028710036","102871","UNIT","93229 FIORE LACE BRA","White/38E","QUANTITY","93229 WHITE\38E",,"2","24","201",,"80912","665742",30,"N","5034104177868",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","38E",,,,,,,,,,,,
1028710037,"1028710037","102871","UNIT","93229 FIORE LACE BRA","Black/36F","QUANTITY","93229 BLACK\36F",,"2","24","201",,"80912","665407",30,"N","5034104175574",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","36F",,,,,,,,,,,,
1028710038,"1028710038","102871","UNIT","93229 FIORE LACE BRA","Black/38F","QUANTITY","93229 BLACK\38F",,"2","24","201",,"80912","665476",30,"N","5034104175659",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","38F",,,,,,,,,,,,
1028710039,"1028710039","102871","UNIT","93229 FIORE LACE BRA","Black/34FF","QUANTITY","93229 BLACK\34FF",,"2","24","201",,"80912","665346",30,"N","5034104175505",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","34FF",,,,,,,,,,,,
1028710040,"1028710040","102871","UNIT","93229 FIORE LACE BRA","White/34FF","QUANTITY","93229 WHITE\34FF",,"2","24","201",,"80912","665629",30,"N","5034104177721",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","34FF",,,,,,,,,,,,
1028710041,"1028710041","102871","UNIT","93229 FIORE LACE BRA","White/36FF","QUANTITY","93229 WHITE\36FF",,"2","24","201",,"80912","665698",30,"N","5034104177806",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","36FF",,,,,,,,,,,,
1028710042,"1028710042","102871","UNIT","93229 FIORE LACE BRA","Black/38FF","QUANTITY","93229 BLACK\38FF",,"2","24","201",,"80912","665483",30,"N","5034104175666",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","38FF",,,,,,,,,,,,
1028710043,"1028710043","102871","UNIT","93229 FIORE LACE BRA","White/38FF","QUANTITY","93229 WHITE\38FF",,"2","24","201",,"80912","665766",30,"N","5034104177882",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","38FF",,,,,,,,,,,,
1028710044,"1028710044","102871","UNIT","93229 FIORE LACE BRA","White/32G","QUANTITY","93229 WHITE\32G",,"2","24","201",,"80912","665568",30,"N","5034104177653",1,26.00,,"Y",1.00,11.3000,11.3000,26.00,0.00,26.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","32G",,,,,,,,,,,,
1028720001,"1028720001","102872","UNIT","9335 ULTIMATE STRAPLESS","Tan/32B","QUANTITY","9335 Ultimate StrapleSS Tan/32B",,"2","24","205",,"80928","1136319",30,"N","5010158603348",1,34.00,,"Y",1.00,14.4400,14.4400,34.00,0.00,34.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Tan","SIZE ","32B",,,,,,,,,,,,
1028730001,"1028730001","102873","UNIT","A411 CARESSE SUPPORT STOCKINGS","Chocolate/XL","QUANTITY","A411 CareSSe Support Stockings Chocolate/XL",,"1","1","999",,"80934","11556",30,"N","5010185164799",1,10.00,,"Y",1.00,4.7900,4.7900,10.00,0.00,10.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Chocolate","SIZE ","XL",,,,,,,,,,,,
1028740001,"1028740001","102874","UNIT","A440 MIRAGE TIGHTS","Black/M","QUANTITY","A440 Mirage Tights Black/M",,"1","1","999",,"80934","11648",30,"N","5010185187064",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","M",,,,,,,,,,,,
1028740002,"1028740002","102874","UNIT","A440 MIRAGE TIGHTS","Black/S","QUANTITY","A440 Mirage Tights Black/S",,"1","1","999",,"80934","11655",30,"N","5010185187057",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","S",,,,,,,,,,,,
1028740003,"1028740003","102874","UNIT","A440 MIRAGE TIGHTS","Cream/S","QUANTITY","A440 Mirage Tights Cream/S",,"1","1","999",,"80934","11686",30,"N","5010185186968",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","S",,,,,,,,,,,,
1028740004,"1028740004","102874","UNIT","A440 MIRAGE TIGHTS","Navy/L","QUANTITY","A440 Mirage Tights Navy/L",,"1","1","999",,"80934","11693",30,"N","5010185187101",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1028740005,"1028740005","102874","UNIT","A440 MIRAGE TIGHTS","Dkred/L","QUANTITY","A440 Mirage Tights Dkred/L",,"1","1","999",,"80934","11754",30,"N","5010185186920",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Dkred","SIZE ","L",,,,,,,,,,,,
1028740006,"1028740006","102874","UNIT","A440 MIRAGE TIGHTS","Dk Red/M","QUANTITY","A440 SHERRY\M",,"1","1","999",,"80934","11761",30,"N","5010185186913",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Dk Red","SIZE ","M",,,,,,,,,,,,
1028740007,"1028740007","102874","UNIT","A440 MIRAGE TIGHTS","Cream/L","QUANTITY","A440 C/CRÈME\L",,"1","1","999",,"80934","11662",30,"N","5010185186982",1,7.50,,"Y",1.00,3.5900,3.5900,7.50,0.00,7.50,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","L",,,,,,,,,,,,
1028750001,"1028750001","102875","UNIT","A448 SHEER MAGIC TIGHTS","Tan/S","QUANTITY","A448 Sheer Magic Tights Tan/S",,"1","1","999",,"80934","11877",30,"N","5010185602093",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Tan","SIZE ","S",,,,,,,,,,,,
1028750002,"1028750002","102875","UNIT","A448 SHEER MAGIC TIGHTS","Black/S","QUANTITY","A448 Sheer Magic Tights Black/S",,"1","1","999",,"80934","11815",30,"N","5010185602246",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","S",,,,,,,,,,,,
1028750003,"1028750003","102875","UNIT","A448 SHEER MAGIC TIGHTS","Cream/M","QUANTITY","A448 Sheer Magic Tights Cream/M",,"1","1","999",,"80934","11839",30,"N","5010185602079",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","M",,,,,,,,,,,,
1028750004,"1028750004","102875","UNIT","A448 SHEER MAGIC TIGHTS","Cream/S","QUANTITY","A448 Sheer Magic Tights Cream/S",,"1","1","999",,"80934","11846",30,"N","5010185602062",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","S",,,,,,,,,,,,
1028750005,"1028750005","102875","UNIT","A448 SHEER MAGIC TIGHTS","Chocolate/L","QUANTITY","A448 Sheer Magic Tights Chocolate/L",,"1","1","999",,"80934","11853",30,"N","5010185602116",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Chocolate","SIZE ","L",,,,,,,,,,,,
1028750007,"1028750007","102875","UNIT","A448 SHEER MAGIC TIGHTS","Navy/L","QUANTITY","A448 Sheer Magic Tights Navy/L",,"1","1","999",,"80934","11884",30,"N","5010185602291",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1028750008,"1028750008","102875","UNIT","A448 SHEER MAGIC TIGHTS","Navy/M","QUANTITY","A448 Sheer Magic Tights Navy/M",,"1","1","999",,"80934","11891",30,"N","5010185602284",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","M",,,,,,,,,,,,
1028750009,"1028750009","102875","UNIT","A448 SHEER MAGIC TIGHTS","Dkred/L","QUANTITY","A448 Sheer Magic Tights Dkred/L",,"1","1","999",,"80934","11945",30,"N","5010185187408",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Dkred","SIZE ","L",,,,,,,,,,,,
1028750010,"1028750010","102875","UNIT","A448 SHEER MAGIC TIGHTS","Natural/M","QUANTITY","A448 HAZE\M",,"1","1","999",,"80934","11860",30,"N","5010185602109",1,8.00,,"Y",1.00,3.8300,3.8300,8.00,0.00,8.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Natural","SIZE ","M",,,,,,,,,,,,
1028760004,"1028760004","102876","UNIT","A452 CARESSE TIGHTS","Tan/M","QUANTITY","A452 CareSSe Tights Tan/M",,"1","1","999",,"80934","12065",30,"N","5010185601409",1,10.00,,"Y",1.00,4.7900,4.7900,10.00,0.00,10.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Tan","SIZE ","M",,,,,,,,,,,,
1028760005,"1028760005","102876","UNIT","A452 CARESSE TIGHTS","Cream/M","QUANTITY","A452 C/CRÈME\M",,"1","1","999",,"80934","12041",30,"N","5010185601379",1,10.00,,"Y",1.00,4.7900,4.7900,10.00,0.00,10.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","M",,,,,,,,,,,,
1028760006,"1028760006","102876","UNIT","A452 CARESSE TIGHTS","Natural/L","QUANTITY","A452 HAZE\L",,"1","1","999",,"80934","12058",30,"N","5010185601416",1,10.00,,"Y",1.00,4.7900,4.7900,10.00,0.00,10.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Natural","SIZE ","L",,,,,,,,,,,,
1028760007,"1028760007","102876","UNIT","A452 CARESSE TIGHTS","Cream/L","QUANTITY","A452 C/CRÈME\L",,"1","1","999",,"80934","12034",30,"N","5010185601386",1,10.00,,"Y",1.00,4.7900,4.7900,10.00,0.00,10.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cream","SIZE ","L",,,,,,,,,,,,
1028770001,"1028770001","102877","UNIT","A707 SUPREME TIGHTS","Tan/4","QUANTITY","A707 Supreme Tights Tan/4",,"1","1","999",,"80934","13772",30,"N","5010185603762",1,12.00,,"Y",1.00,5.7500,5.7500,12.00,0.00,12.00,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Tan","SIZE ","4",,,,,,,,,,,,
1028780001,"1028780001","102878","UNIT","ASSORTED FOLDAWAY BACKPACK","Asstd/O/S","QUANTITY","ASSorted Foldaway Backpack ASStd/O/S",,"1","5","999",,"81241","1713664",30,"N","5060735630885",1,17.99,,"Y",1.00,6.7500,8.1000,17.99,0.00,17.99,17.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","O/S",,,,,,,,,,,,
